act_id,language_pair,matrix_language,category,tarl_level,audience,function_reminder,max_words,text_draft,switch_points,register_note,review_decision,normalized_decision,corrected_text,final_text,text_status,suspected_encoding_damage,source_file
encourage-quiet-voice-001,yo-en,Yoruba,encouragement,any,child,"Gently ask the child to try speaking a little louder, encouragingly.",12,"Ẹ jẹ́ kí a gbọ́ ọ̀ ẹ! Sọ̀rọ̀ síi, speak up, ìwọ lè ṣe é!","Ẹ jẹ́ kí a gbọ́ ọ̀ ẹ! Sọ̀rọ̀ síi, [[speak up]], ìwọ lè ṣe é!","Warm and playful, never scolding — frame it as an exciting invitation so the child feels safe to try again louder.",reject-wrong word choice,fix,"Ẹ jẹ́ kí a gbọ́ o! Sọ̀rọ̀ síi, [[speak up]], ìwọ lè ṣe é!","Ẹ jẹ́ kí a gbọ́ o! Sọ̀rọ̀ síi, [[speak up]], ìwọ lè ṣe é!",approved,no,data/scaffolding/yo-en.csv
encourage-distraction-001,yo-en,Yoruba,encouragement,any,child,Gently bring the child's attention back without scolding.,12,"Ẹ wá, jẹ ká padà! Focus, ọmọ mi — a ń ṣe nǹkan tó dára!","Ẹ wá, jẹ ká padà! [[Focus]], ọmọ mi — a ń ṣe nǹkan tó dára!","Warm and coaxing, not scolding — like a favourite auntie gently calling the child back to a fun game.",Keep- a teacher could say this as written,keep,,"Ẹ wá, jẹ ká padà! Focus, ọmọ mi — a ń ṣe nǹkan tó dára!",approved,no,data/scaffolding/yo-en.csv
closing-session-complete-001,yo-en,Yoruba,closing,any,child,Close out a normal session and tell the child what happens next.,14,Ó dára! Good job lónìí. Ìwé kíkà wa máa ń bá a lọ lọ́la!,Ó dára! [[Good job]] lónìí. Ìwé kíkà wa máa ń bá a lọ lọ́la!,Warm and celebratory — end the session on a high note so the child looks forward to returning tomorrow.,reject -  wrong word choice and addition,fix,Ó dára! [[Good job]] lónìí. Ìwé kíkà  máa wa bá a lọ lọ́la!,Ó dára! [[Good job]] lónìí. Ìwé kíkà  máa wa bá a lọ lọ́la!,approved,no,data/scaffolding/yo-en.csv
closing-session-paused-001,yo-en,Yoruba,closing,any,child,Tell the child the session is being paused and can continue later.,12,"Dára, a ó tún padà wá. A lè tẹ̀síwájú lẹ́yìn náà, ọkàn mi!","[[Dára]], a ó tún padà wá. A lè tẹ̀síwájú lẹ́yìn náà, ọkàn mi!",Keep the tone reassuring and affectionate so the child feels no anxiety about stopping mid-session.,reject- wrong code-switching and addition,fix,"[[it is good]], a ó tún padà wá. A lè tẹ̀síwájú lẹ́yìn náà","[[it is good]], a ó tún padà wá. A lè tẹ̀síwájú lẹ́yìn náà",approved,no,data/scaffolding/yo-en.csv
closing-session-ended-early-001,yo-en,Yoruba,closing,any,child,Warmly end a session that's stopping earlier than planned.,14,"Ó dára, a máa padà wá ọjọ́ tó ń bọ̀. O ṣe àgbàdo, ọmọ mi!","Ó dára, a máa padà wá ọjọ́ tó ń bọ̀. [[O ṣe àgbàdo]], ọmọ mi!","Warm and reassuring, making the child feel accomplished rather than disappointed that the session ended early.",reject- wrong code-switching and addition,fix,"Ó dára, a máa padà wá ni ọjọ́ tó ń bọ̀. [[Thank you]], ọmọ mi!","Ó dára, a máa padà wá ni ọjọ́ tó ń bọ̀. [[Thank you]], ọmọ mi!",approved,no,data/scaffolding/yo-en.csv
closing-level-summary-001,yo-en,Yoruba,closing,any,child,"Briefly tell the child what level they're working at, in simple terms.",16,"Ìwọ ń ṣiṣẹ́ dáadáa! Ìpele rẹ jẹ́ level one, ó dára gan-an!","Ìwọ ń ṣiṣẹ́ dáadáa! Ìpele rẹ jẹ́ [[level one]], ó dára gan-an!","Keep the tone celebratory and affirming, so the child leaves the session feeling proud and motivated rather than assessed.",Keep- a teacher could say this as written,keep,,"Ìwọ ń ṣiṣẹ́ dáadáa! Ìpele rẹ jẹ́ level one, ó dára gan-an!",approved,no,data/scaffolding/yo-en.csv
closing-thank-you-001,yo-en,Yoruba,closing,any,child,"Thank the child for their effort today, warmly and briefly.",10,"Ẹ jẹ́ kí a dúpẹ́! O ṣe dára gan-an lónìí, well done!","Ẹ jẹ́ kí a dúpẹ́! O ṣe dára gan-an lónìí, [[well done]]!","Keep the tone celebratory and heartfelt, like a proud teacher giving a warm send-off to a young child after a good lesson.",Keep- a teacher could say this as written,keep,,"Ẹ jẹ́ kí a dúpẹ́! O ṣe dára gan-an lónìí, well done!",approved,no,data/scaffolding/yo-en.csv
closing-see-you-next-time-001,yo-en,Yoruba,closing,any,child,Tell the child when or how they'll practice again.,12,Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. Ó dára!,Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. [[Ó dára!]],Keep the farewell bright and reassuring so the child looks forward to the next session rather than feeling the lesson is simply over.,reject- wrong code-switching,fix,Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. [[That is good]],Ó dàárọ̀! A ó padà wá ṣe àdáwọlé wa lọ́jọ́ tó ń bọ̀. [[That is good]],approved,no,data/scaffolding/yo-en.csv
repair-no-audio-001,yo-en,Yoruba,repair,any,child,Nothing was heard. Ask the child to try again.,8,"Hmm,미 mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!","Hmm, mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!","Warm and encouraging, reassuring the child there is no wrong answer — just try speaking again.",reject- wrong code-switching,fix,"[[Hmm]], mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!","[[Hmm]], mi ò gbọ́ ọ̀. Jọ̀wọ́ sọ lẹ́ẹ̀kan sí i!",approved,no,data/scaffolding/yo-en.csv
repair-too-quiet-001,yo-en,Yoruba,repair,any,child,Audio was too quiet. Ask the child to speak a little louder.,8,"Ẹ sọ lẹ́ẹ̀kan síi, sọ̀rọ̀ díẹ̀ louder!","Ẹ sọ lẹ́ẹ̀kan síi, sọ̀rọ̀ díẹ̀ [[louder]]!","Warm and encouraging, gently nudging the child to raise their voice without sounding scolding.",Keep- a teacher could say this as written,keep,,"Ẹ sọ lẹ́ẹ̀kan síi, sọ̀rọ̀ díẹ̀ louder!",approved,no,data/scaffolding/yo-en.csv
repair-background-noise-001,yo-en,Yoruba,repair,any,child,Too much background noise. Ask the child to move somewhere quieter or closer to the phone.,10,"Ẹ jọ̀ọ́, wá sún mọ́ fóònù, ariwo púpọ̀ wà!","Ẹ jọ̀ọ́, wá sún mọ́ [[fóònù]], ariwo púpọ̀ wà!","Warm and gently urgent, like a friendly nudge from a familiar adult, keeping the child at ease.",Keep- a teacher could say this as written,keep,,"Ẹ jọ̀ọ́, wá sún mọ́ fóònù, ariwo púpọ̀ wà!",approved,no,data/scaffolding/yo-en.csv
repair-unclear-answer-001,yo-en,Yoruba,repair,any,child,The answer was unclear. Ask the child to say it again.,8,"Ẹ jọ̀ọ́, sọ ìdáhùn rẹ mọ́ again.","Ẹ jọ̀ọ́, sọ ìdáhùn rẹ mọ́ [[again]].","Warm and gentle, inviting the child to simply repeat without any sense of failure or pressure.",reject- wrong word addition ,fix,"Ẹ jọ̀ọ́, sọ ìdáhùn rẹ  [[again]].","Ẹ jọ̀ọ́, sọ ìdáhùn rẹ  [[again]].",approved,no,data/scaffolding/yo-en.csv
repair-talked-over-001,yo-en,Yoruba,repair,any,child,The child spoke while the agent was still talking. Ask them to wait for the agent to finish before answering.,8,"Dúró díẹ̀, jẹ́ kí n parí àsọ mi!","Dúró díẹ̀, jẹ́ kí n parí àsọ mi!","Gently firm but warm, like a patient older sibling reminding a young child to take turns speaking.",reject - wrong tone marks,fix,"Dúró díẹ̀, jẹ́ kí n parí asọ mi!","Dúró díẹ̀, jẹ́ kí n parí asọ mi!",approved,no,data/scaffolding/yo-en.csv
repair-confirm-low-confidence-001,yo-en,Yoruba,repair,any,child,"Read a low-confidence answer back to the child to confirm it, instead of asking them to redo it.",12,"Ṣé o sọ pé ""cat""? Ìyẹn ni ohun tó gbọ́ dáadáa.","Ṣé o sọ pé [[""cat""]]? Ìyẹn ni ohun tó gbọ́ dáadáa.","Warm and gently checking, not correcting — uses a soft yes/no question to echo what was heard without making the child feel wrong.",Keep- a teacher could say this as written,keep,,"Ṣé o sọ pé ""cat""? Ìyẹn ni ohun tó gbọ́ dáadáa.",approved,no,data/scaffolding/yo-en.csv
escalate-call-facilitator-001,yo-en,Yoruba,escalation,any,facilitator,Alert the facilitator that repeated repair attempts have failed and their attention is needed now.,8,"Ẹ wọlé, ìgbìyànjú mẹ́ta ti kùnlẹ̀ lórí item yìí.","Ẹ wọlé, ìgbìyànjú mẹ́ta ti kùnlẹ̀ lórí [[item]] yìí.","Neutral and direct adult-to-adult operational tone, conveying urgency without alarm.",Keep- a teacher could say this as written,keep,,"Ẹ wọlé, ìgbìyànjú mẹ́ta ti kùnlẹ̀ lórí item yìí.",approved,no,data/scaffolding/yo-en.csv
escalate-technical-fault-001,yo-en,Yoruba,escalation,any,facilitator,"Report a technical fault to the facilitator in plain, factual terms.",12,Ìṣòro ẹ̀rọ wà. Session kò lè tẹ̀síwájú báyìí.,Ìṣòro ẹ̀rọ wà. [[Session]] kò lè tẹ̀síwájú báyìí.,"Neutral and factual, adult-to-adult operational register with no hedging or child-directed warmth.",Keep- a teacher could say this as written,keep,,Ìṣòro ẹ̀rọ wà. Session kò lè tẹ̀síwájú báyìí.,approved,no,data/scaffolding/yo-en.csv
escalate-distress-handover-001,yo-en,Yoruba,escalation,any,child,Gently acknowledge that the child seems upset and say help is coming right away -- never try to continue the session first.,10,"Ó dára, màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.","Ó dára, màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.","Soft and immediately reassuring, using simple Yoruba a young child knows instinctively, with no English switch needed here as the comfort words are most natural and warm in Yoruba alone.",reject - wrong tone marks and no code  switch,fix,"[[That is fine]], màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.","[[That is fine]], màá bínú. Ẹni tó lè ràn ọ́ lọ́wọ́ ń bọ̀ ní báyìí.",approved,no,data/scaffolding/yo-en.csv
escalate-helper-coming-001,yo-en,Yoruba,escalation,any,child,"Tell the child, simply and reassuringly, that a person is coming to help them now.",8,"Dúró, ènìyàn kan wá láti ràn ọ́ lọ́wọ́ now.","Dúró, ènìyàn kan wá láti ràn ọ́ lọ́wọ́ [[now]].","Warm and calm reassurance aimed at a young child in a mildly stressful moment, keeping the language simple and soothing.",Keep- a teacher could say this as written,keep,,"Dúró, ènìyàn kan wá láti ràn ọ́ lọ́wọ́ now.",approved,no,data/scaffolding/yo-en.csv
facilitator-confirm-level-001,yo-en,Yoruba,facilitator,any,facilitator,Ask the facilitator to confirm the assigned reading level before it takes effect.,12,Jẹ́ kí a jẹrìí: a ti yàn ipele reading level kẹta. Ẹ fọwọ́ sí i?,Jẹ́ kí a jẹrìí: a ti yàn ipele [[reading level]] kẹta. Ẹ fọwọ́ sí i?,"Neutral and procedural, addressed to an adult facilitator seeking a binary confirmation before a system action is recorded.",Keep- a teacher could say this as written,keep,,Jẹ́ kí a jẹrìí: a ti yàn ipele reading level kẹta. Ẹ fọwọ́ sí i?,approved,no,data/scaffolding/yo-en.csv
facilitator-session-summary-001,yo-en,Yoruba,facilitator,any,facilitator,Report a brief factual summary of the session's results to the facilitator.,16,"Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣẹṣẹ kọ ọrọ mẹ́rin tuntun, score rẹ̀ jẹ́ ìdajì.","Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣẹṣẹ kọ ọrọ mẹ́rin tuntun, [[score]] rẹ̀ jẹ́ ìdajì.","Neutral and factual, adult-to-adult operational tone with no celebratory framing.",reject - wrong tone marks,fix,"Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣèṣè kọ ọrọ mẹ́rin tuntun, [[score]] rẹ̀ jẹ́ ìdajì.","Ìjókòó yìí ti parí. Ọmọ náà pari ìdánwò mẹ́ta, ó ṣèṣè kọ ọrọ mẹ́rin tuntun, [[score]] rẹ̀ jẹ́ ìdajì.",approved,no,data/scaffolding/yo-en.csv
facilitator-start-next-child-001,yo-en,Yoruba,facilitator,any,facilitator,Prompt the facilitator to begin the next child's session.,10,Ìpele yìí ti parí. Mú ọmọ tó kàn wá síbí.,Ìpele yìí ti parí. Mú ọmọ tó kàn wá síbí.,"Neutral and direct operational instruction addressed to the adult facilitator, with no child-directed warmth or enthusiasm.",Keep- a teacher could say this as written,keep,,Ìpele yìí ti parí. Mú ọmọ tó kàn wá síbí.,approved,no,data/scaffolding/yo-en.csv
facilitator-sync-warning-001,yo-en,Yoruba,facilitator,any,facilitator,Warn the facilitator that this session's recordings have not yet synced to the server.,12,"Ìgbàndè, àwọn gbàsilẹ̀ ìpínlẹ̀ yìí kò tíì sync sí server.","Ìgbàndè, àwọn gbàsilẹ̀ ìpínlẹ̀ yìí kò tíì [[sync]] sí [[server]].","Neutral and factual, adult-to-adult operational tone with no warmth framing.",reject- beyond repair,fix,Ohun tí agbàsílè sí ìpele yìí ko tìí sync sí server,Ohun tí agbàsílè sí ìpele yìí ko tìí sync sí server,approved,no,data/scaffolding/yo-en.csv
